_id,Unnamed: 0,nyt_id,title,Amazon_url,author,publisher,description,published_date,bestseller_date,rank,rank_last_week,weeks_on_list,NYT_Price,Amazon_Price,Amazon_reviews,Amazon_rating,Amazon_Discount%
ObjectId("5c80968cd5cf373b2803ca68"),1752,5b4aa4ead3089013507dd11a,THE HIGH MOUNTAINS OF PORTUGAL,http://www.amazon.com/The-High-Mountains-Portugal-Novel/dp/0812997174?tag=NYTBS-20,Yann Martel,Spiegel & Grau,NaN,1456617600000,1455321600000,20,0,0,0,10.61,257,3.6,Infinity
ObjectId("5c80968cd5cf373b2803ca69"),1753,5b4aa4ead3089013507dd11b,COMETH THE HOUR,http://www.amazon.com/Cometh-Hour-Novel-Clifton-Chronicles-ebook/dp/B00YWZU0MC?tag=NYTBS-20,Jeffrey Archer,St. Martin's,The sixth and penultimate book of the Clifton Chronicles brings the Cliftons and the Barringtons into the 1970s.,1457222400000,1455926400000,1,0,1,0,9.99,1970,4.5,Infinity
ObjectId("5c80968cd5cf373b2803ca6a"),1754,5b4aa4ead3089013507dd126,THE WIDOW,http://www.amazon.com/The-Widow-Fiona-Barton-ebook/dp/B00Z8VT8AE?tag=NYTBS-20,Fiona Barton,New American Library,When a suspect in a missing-child case dies, reporters and the police think they’ll get the real story from his widow. They’re wrong.,1457222400000,1455926400000,12,0,1,0,9.99,1542,3.8,Infinity
ObjectId("5c80968cd5cf373b2803ca6b"),1755,5b4aa4ead3089013507dd128,MIDNIGHT SUN,http://www.amazon.com/Midnight-Sun-novel-Jo-Nesbo/dp/0385354207?tag=NYTBS-20,Jo Nesbo,Knopf,A fugitive Norwegian hitman attempts to find himself in the Arctic wilderness.,1457222400000,1455926400000,14,0,1,0,12.99,NaN,NaN,Infinity
ObjectId("5c80968cd5cf373b2803ca6c"),1756,5b4aa4ead3089013507dd12e,A DOUBTER'S ALMANAC,http://www.amazon.com/A-Doubters-Almanac-Novel/dp/1400068266?tag=NYTBS-20,Ethan Canin,Random House,NaN,1457222400000,1455926400000,20,0,0,0,10.47,226,4,Infinity
ObjectId("5c80968cd5cf373b2803ca6d"),1757,5b4aa4ead3089013507dd130,A GIRL'S GUIDE TO MOVING ON,http://www.amazon.com/Girls-Guide-Moving-On-Novel-ebook/dp/B00ZNE17B4?tag=NYTBS-20,Debbie Macomber,Ballantine,A mother and her daughter-in-law both leave unhappy marriages and take up with new men.,1457827200000,1456531200000,2,0,1,0,5.99,986,4.6,Infinity
ObjectId("5c80968cd5cf373b2803ca6e"),1758,5b4aa4ead3089013507dd135,WEDDING CAKE MURDER,http://www.amazon.com/Wedding-Cake-Murder-Hannah-Swensen-ebook/dp/B00Y6RB46W?tag=NYTBS-20,Joanne Fluke,Kensington,The Lake Eden, Minn., baker Hannah Swensen is about to get married, but first she must solve the murder of a visiting celebrity chef. Recipes included.,1457827200000,1456531200000,7,0,1,0,6.99,756,4,Infinity
ObjectId("5c80968cd5cf373b2803ca6f"),1759,5b4aa4ead3089013507dd143,THE GANGSTER,http://www.amazon.com/The-Gangster-Isaac-Bell-Adventure/dp/0399175954?tag=NYTBS-20,Clive Cussler and Justin Scott,Putnam,n the ninth book in this series, set in 1906, the New York detective Isaac Bell contends with a crime boss passing as a respectable businessman and a tycoon’s plot against President Theodore Roosevelt.,1458432000000,1457136000000,1,0,1,0,11.92,NaN,NaN,Infinity
ObjectId("5c80968cd5cf373b2803ca70"),1760,5b4aa4ead3089013507dd14e,A FEW OF THE GIRLS,http://www.amazon.com/Few-Girls-Stories-Maeve-Binchy/dp/1101947411?tag=NYTBS-20,Maeve Binchy,Knopf,A collection of the stories that spans the career of the Irish writer, who died in 2012.,1458432000000,1457136000000,12,0,1,0,13.12,202,NaN,Infinity
ObjectId("5c80968cd5cf373b2803ca71"),1761,5b4aa4ead3089013507dd157,OFF THE GRID,http://www.amazon.com/Off-Grid-Joe-Pickett-Novel/dp/0399176608?tag=NYTBS-20,C J Box,Putnam,The 16th Joe Pickett novel features Nate Romanowski and a search for a domestic terror cell.,1459036800000,1457740800000,1,0,1,0,9.99,1397,4.6,Infinity
ObjectId("5c80968cd5cf373b2803ca72"),1762,5b4aa4ead3089013507dd158,FIRE TOUCHED,http://www.amazon.com/Fire-Touched-Mercy-Thompson-Novel/dp/0425256766?tag=NYTBS-20,Patricia Briggs,Ace,The shape-shifter Mercy Thompson and her Alpha werewolf mate, Adam, protect a stolen human child.,1459036800000,1457740800000,2,0,1,0,21.99,1947,4.8,Infinity
ObjectId("5c80968cd5cf373b2803ca73"),1763,5b4aa4ead3089013507dd15e,THE WATERS OF ETERNAL YOUTH,http://www.amazon.com/Waters-Eternal-Commissario-Brunetti-Mystery/dp/0802124801?tag=NYTBS-20,Donna Leon,Atlantic Monthly,Commissario Guido Brunetti is asked to investigate the “accidental” near-drowning of a girl 15 years ago; the 25th novel in the series.,1459036800000,1457740800000,8,0,1,0,10.65,NaN,NaN,Infinity
ObjectId("5c80968cd5cf373b2803ca74"),1764,5b4aa4ead3089013507dd161,CLAWBACK,http://www.amazon.com/Clawback-An-Ali-Reynolds-Novel-ebook/dp/B010MH9V7I?tag=NYTBS-20,J A Jance,Touchstone,In the 11th Ali Reynolds novel, Ali and her husband work to clear her father’s name when he is accused of murdering the financial adviser who steered him wrong.,1459036800000,1457740800000,11,0,1,0,NaN,699,NaN,NaN
ObjectId("5c80968cd5cf373b2803ca75"),1765,5b4aa4ead3089013507dd16a,MARKED IN FLESH,http://www.amazon.com/Marked-In-Flesh-Novel-Others-ebook/dp/B00Z8VTQBK?tag=NYTBS-20,Anne Bishop,Roc,An uneasy alliance between humans and the Others is pushed to the breaking point.,1459036800000,1457740800000,20,0,0,0,NaN,596,NaN,NaN
ObjectId("5c80968cd5cf373b2803ca76"),1766,5b4aa4ead3089013507dd16c,PROPERTY OF A NOBLEWOMAN,http://www.amazon.com/Property-Noblewoman-Novel-Danielle-Steel-ebook/dp/B013NIF7KS?tag=NYTBS-20,Danielle Steel,Delacorte,Two New Yorkers searching for the owner of an abandoned safe-deposit box reconstruct the history of a young woman and a love affair at the time of World War II.,1459641600000,1458345600000,2,0,1,0,8.99,1055,4.5,Infinity
ObjectId("5c80968cd5cf373b2803ca77"),1767,5b4aa4ead3089013507dd171,DEEP BLUE,http://www.amazon.com/Deep-Blue-Doc-Ford-Novel/dp/039917351X?tag=NYTBS-20,Randy Wayne White,Putnam,Doc Ford, a Florida marine biologist and former government agent, tracks an American who is working with ISIS. The 23rd book in a series.,1459641600000,1458345600000,7,0,1,0,10.24,373,4.2,Infinity
ObjectId("5c80968cd5cf373b2803ca78"),1768,5b4aa4ead3089013507dd178,AT THE EDGE OF THE ORCHARD,http://www.amazon.com/At-Edge-Orchard-Tracy-Chevalier/dp/0525953000?tag=NYTBS-20,Tracy Chevalier,Viking,Two generations of 19th-century American pioneer life unfold in Chevalier’s eighth novel.,1459641600000,1458345600000,14,0,1,0,4.99,375,3.9,Infinity
ObjectId("5c80968cd5cf373b2803ca79"),1769,5b4aa4ead3089013507dd17a,SISI,http://www.amazon.com/Sisi-Empress-Her-Own-Novel/dp/0812989058?tag=NYTBS-20,Allison Pataki,Dial,The turbulent life of Empress Elisabeth of Austria-Hungary.,1459641600000,1458345600000,16,0,1,0,14.95,NaN,NaN,Infinity
ObjectId("5c80968cd5cf373b2803ca7a"),1770,5b4aa4ead3089013507dd17f,FOOL ME ONCE,http://www.amazon.com/Fool-Me-Once-Harlan-Coben/dp/0525955097?tag=NYTBS-20,Harlan Coben,Dutton,A retired Army helicopter pilot faces combat-related nightmares and mysteries concerning the deaths of her husband and sister.,1460246400000,1458950400000,1,0,1,0,9.99,3410,4.2,Infinity
ObjectId("5c80968cd5cf373b2803ca7b"),1771,5b4aa4ead3089013507dd181,THE NEST,http://www.amazon.com/The-Nest-Cynthia-DAprix-Sweeney-ebook/dp/B010LU8V8Q?tag=NYTBS-20,Cynthia D'Aprix Sweeney,Ecco/HarperCollins,Siblings in a dysfunctional New York family must grapple with a reduced inheritance.,1460246400000,1458950400000,3,0,1,0,11.99,3093,3.5,Infinity
ObjectId("5c80968cd5cf373b2803ca7c"),1772,5b4aa4ead3089013507dd185,THE SUMMER BEFORE THE WAR,http://www.amazon.com/The-Summer-Before-War-Novel-ebook/dp/B0104EOGGK?tag=NYTBS-20,Helen Simonson,Random House,Life in Sussex, England, at the beginning of World War I.,1460246400000,1458950400000,7,0,1,0,12.99,1516,4,Infinity
ObjectId("5c80968cd5cf373b2803ca7d"),1773,5b4aa4ead3089013507dd196,JOURNEY TO MUNICH,http://www.amazon.com/Journey-Munich-Maisie-Dobbs-Novel-ebook/dp/B0105TIXJA?tag=NYTBS-20,Jacqueline Winspear,Harper/HarperCollins,In 1938, the psychologist Maisie Dobbs travels to Germany to impersonate the daughter of a prisoner.,1460851200000,1459555200000,4,0,1,0,NaN,NaN,4.5,NaN
ObjectId("5c80968cd5cf373b2803ca7e"),1774,5b4aa4ead3089013507dd19c,A BRUSH OF WINGS,http://www.amazon.com/Brush-Wings-Novel-Angels-Walking-ebook/dp/B010MHAWKS?tag=NYTBS-20,Karen Kingsbury,Howard,Book 3 in the Angels Walking series.,1460851200000,1459555200000,10,0,1,0,11.99,849,4.8,Infinity
ObjectId("5c80968cd5cf373b2803ca7f"),1775,5b4aa4ead3089013507dd19f,THE OTHER SIDE OF SILENCE,http://www.amazon.com/Other-Silence-Bernie-Gunther-Novel/dp/0399177043?tag=NYTBS-20,Philip Kerr,Marian Wood/Putnam,Ten years after the end of World War II, Bernie Gunther, now a concierge at a Cap Ferrat hotel, becomes a bridge buddy of Somerset Maugham, at whose home he meets Anthony Blunt and Guy Burgess.,1460851200000,1459555200000,13,0,1,0,NaN,NaN,4.3,NaN
ObjectId("5c80968cd5cf373b2803ca80"),1776,5b4aa4ead3089013507dd1a0,THE ANCIENT MINSTREL,http://www.amazon.com/The-Ancient-Minstrel-Jim-Harrison/dp/0802124569?tag=NYTBS-20,Jim Harrison,Grove,Three novellas by the poet and novelist, who died in March.,1460851200000,1459555200000,14,0,1,0,14.5,75,4.1,Infinity
ObjectId("5c80968cd5cf373b2803ca81"),1777,5b4aa4ead3089013507dd1a2,THE LITTLE RED CHAIRS,http://www.amazon.com/The-Little-Chairs-Edna-OBrien/dp/0316378232?tag=NYTBS-20,Edna O'Brien,Little, Brown,A ruthless Bosnian Serb leader, responsible for thousands of deaths, goes undercover in an Irish village.,1460851200000,1459555200000,16,0,1,0,9.99,237,3.5,Infinity
ObjectId("5c80968cd5cf373b2803ca82"),1778,5b4aa4ead3089013507dd1a6,PREDATOR,http://www.amazon.com/Predator-Crossbow-Novel-Wilbur-Smith/dp/0062276476?tag=NYTBS-20,Wilbur Smith and Tom Cain,Morrow,NaN,1460851200000,1459555200000,20,0,0,0,7.49,323,3.7,Infinity
ObjectId("5c80968cd5cf373b2803ca83"),1779,5b4aa4ead3089013507dd1a7,AS TIME GOES BY,http://www.amazon.com/Time-Goes-Mary-Higgins-Clark-ebook/dp/B01B1U2ZUU?tag=NYTBS-20,Mary Higgins Clark,Simon & Schuster,Secrets emerge when a television journalist searching for her birth mother covers the trial of the widow of a wealthy doctor.,1461456000000,1460160000000,1,0,1,0,7.99,973,4.5,Infinity
ObjectId("5c80968cd5cf373b2803ca84"),1780,5b4aa4ead3089013507dd1a8,THE BEAST,http://www.amazon.com/The-Beast-Novel-Dagger-Brotherhood-ebook/dp/B0125VU8YY?tag=NYTBS-20,J R Ward,New American Library,Book 14 of the Black Dagger Brotherhood series.,1461456000000,1460160000000,2,0,1,0,7.99,2229,4.8,Infinity
ObjectId("5c80968cd5cf373b2803ca85"),1781,5b4aa4ead3089013507dd1ab,THE 14TH COLONY,http://www.amazon.com/The-14th-Colony-Cotton-Malone-ebook/dp/B0140MQTP8?tag=NYTBS-20,Steve Berry,Minotaur,The covert operative Cotton Malone must thwart an agent loyal to the former Soviet Union.,1461456000000,1460160000000,5,0,1,0,NaN,1259,4.4,NaN
ObjectId("5c80968cd5cf373b2803ca86"),1782,5b4aa4ead3089013507dd1ac,MILLER'S VALLEY,http://www.amazon.com/Millers-Valley-Novel-Anna-Quindlen-ebook/dp/B017QLSIGS?tag=NYTBS-20,Anna Quindlen,Random House,A young woman comes of age during an assault on the land and the people she loves.,1461456000000,1460160000000,6,0,1,0,13.99,1169,4.2,Infinity
ObjectId("5c80968cd5cf373b2803ca87"),1783,5b4aa4ead3089013507dd1ad,FAMILY JEWELS,http://www.amazon.com/Family-Jewels-Stone-Barrington-Novel/dp/0399174699?tag=NYTBS-20,Stuart Woods,Putnam,In the 37th Stone Barrington novel, the lawyer becomes entangled in a mystery involving a wealthy divorcée’s ex-husband.,1461456000000,1460160000000,7,0,1,0,NaN,827,NaN,NaN
ObjectId("5c80968cd5cf373b2803ca88"),1784,5b4aa4ead3089013507dd1b4,THE MURDER OF MARY RUSSELL,http://www.amazon.com/The-Murder-Mary-Russell-featuring-ebook/dp/B00UEL0KV4?tag=NYTBS-20,Laurie R King,Bantam,In the 15th Mary Russell novel, the focus is on Clara, the housekeeper for Russell and her husband, Sherlock Holmes, who is not who she appears to be.,1461456000000,1460160000000,14,0,1,0,11.99,619,4.5,Infinity
ObjectId("5c80968cd5cf373b2803ca89"),1785,5b4aa4ead3089013507dd1b5,LILAC GIRLS,http://www.amazon.com/Lilac-Girls-Martha-Hall-Kelly/dp/1101883073?tag=NYTBS-20,Martha Hall Kelly,Ballantine,A story of three women’s lives during and after World War II.,1461456000000,1460160000000,15,0,1,0,12.99,5672,4.6,Infinity
ObjectId("5c80968cd5cf373b2803ca8a"),1786,5b4aa4ead3089013507dd1b8,MISS JULIA INHERITS A MESS,http://www.amazon.com/Miss-Julia-Inherits-Mess-Ross/dp/0525427120?tag=NYTBS-20,Ann B Ross,Viking,NaN,1461456000000,1460160000000,18,0,0,0,11.99,289,4.6,Infinity
ObjectId("5c80968cd5cf373b2803ca8b"),1787,5b4aa4ead3089013507dd1ba,GLORY OVER EVERYTHING,http://www.amazon.com/Glory-over-Everything-Beyond-Kitchen/dp/1476748446?tag=NYTBS-20,Kathleen Grissom,Simon & Schuster,NaN,1461456000000,1460160000000,20,0,0,0,NaN,NaN,4.7,NaN
ObjectId("5c80968cd5cf373b2803ca8c"),1788,5b4aa4ead3089013507dd1bb,THE OBSESSION,http://www.amazon.com/The-Obsession-Nora-Roberts/dp/0399175164?tag=NYTBS-20,Nora Roberts,Berkley,A woman is haunted by her father’s crimes as she tries to pursue love and her work as a photographer.,1462060800000,1460764800000,1,0,1,0,7.99,6401,4.7,Infinity
ObjectId("5c80968cd5cf373b2803ca8d"),1789,5b4aa4ead3089013507dd1bf,MOST WANTED,http://www.amazon.com/Most-Wanted-Lisa-Scottoline-ebook/dp/B015WAWLFY?tag=NYTBS-20,Lisa Scottoline,St. Martin's,A woman discovers that her sperm donor is a murderer.,1462060800000,1460764800000,5,0,1,0,9.99,741,3.9,Infinity
ObjectId("5c80968cd5cf373b2803ca8e"),1790,5b4aa4ead3089013507dd1ca,THE LAST PAINTING OF SARA DE VOS,http://www.amazon.com/The-Last-Painting-Sara-Vos/dp/0374106681?tag=NYTBS-20,Dominic Smith,Sarah Crichton/Farrar, Straus & Giroux,A painting links a 17th-century Dutch painter and a modern art historian (and sometime forger).,1462060800000,1460764800000,16,0,1,0,9.99,1060,4.4,Infinity
ObjectId("5c80968cd5cf373b2803ca8f"),1791,5b4aa4ead3089013507dd1cf,THE LAST MILE,http://www.amazon.com/The-Last-Mile-Amos-Decker-ebook/dp/B016JC0THQ?tag=NYTBS-20,David Baldacci,Grand Central,In a sequel to “Memory Man,” Amos Decker, a detective with an extraordinary memory, helps the F.B.I. investigate the case of a convicted killer who wins a last-minute reprieve.,1462665600000,1461369600000,1,0,1,0,9.99,6403,4.6,Infinity
ObjectId("5c80968cd5cf373b2803ca90"),1792,5b4aa4ead3089013507dd1d3,ELIGIBLE,http://www.amazon.com/Eligible-modern-retelling-Pride-Prejudice/dp/1400068320?tag=NYTBS-20,Curtis Sittenfeld,Random House,The author of “Prep” and “American Wife” retells “Pride and Prejudice,” set in the Cincinnati suburbs in the present.,1462665600000,1461369600000,5,0,1,0,NaN,NaN,NaN,NaN
ObjectId("5c80968cd5cf373b2803ca91"),1793,5b4aa4ead3089013507dd1dc,MAESTRA,http://www.amazon.com/Maestra-L-S-Hilton/dp/0399184260?tag=NYTBS-20,L S Hilton,Putnam,The first book in a thriller trilogy featuring Judith Rashleigh, an ambitious, amoral femme fatale and con artist.,1462665600000,1461369600000,14,0,1,0,9.99,275,3.2,Infinity
ObjectId("5c80968cd5cf373b2803ca92"),1794,5b4aa4ead3089013507dd1de,MY STRUGGLE: BOOK 5,http://www.amazon.com/My-Struggle-Karl-Ove-Knausgaard/dp/0914671391?tag=NYTBS-20,Karl Ove Knausgaard,Archipelago,In the penultimate book in this six-volume autobiographical novel, the protagonist attends university, marries and begins to achieve his goal of becoming a writer.,1462665600000,1461369600000,16,0,1,0,NaN,NaN,4.6,NaN
ObjectId("5c80968cd5cf373b2803ca93"),1795,5b4aa4ead3089013507dd1df,WAR HAWK,http://www.amazon.com/War-Hawk-Tucker-Wayne-Novel-ebook/dp/B00LSR05WC?tag=NYTBS-20,James Rollins and Grant Blackwood,Morrow,NaN,1462665600000,1461369600000,17,0,0,0,9.49,586,4.6,Infinity
ObjectId("5c80968cd5cf373b2803ca94"),1796,5b4aa4ead3089013507dd1e3,EXTREME PREY,http://www.amazon.com/Extreme-Prey-John-Sandford-ebook/dp/B013D664Q6?tag=NYTBS-20,John Sandford,Putnam,Lucas Davenport, who has left the Minnesota Bureau of Criminal Apprehension, is in Iowa trying to foil a plot to assassinate a Hillary Clinton-like candidate. The 26th Lucas Davenport thriller.,1463270400000,1461974400000,1,0,1,0,9.99,3559,4.6,Infinity
ObjectId("5c80968cd5cf373b2803ca95"),1797,5b4aa4ead3089013507dd1f2,HIDE AWAY,http://www.amazon.com/Hide-Away-Eve-Duncan-Novel-ebook/dp/B0111JLTLC?tag=NYTBS-20,Iris Johansen,St. Martin's,A forensic sculptor heads to the Scottish Highlands in search of treasure.,1463270400000,1461974400000,16,0,0,0,8.99,546,4.5,Infinity
ObjectId("5c80968cd5cf373b2803ca96"),1798,5b4aa4ead3089013507dd1f7,15TH AFFAIR,http://www.amazon.com/15th-Affair-Womens-Murder-Club/dp/0316407070?tag=NYTBS-20,James Patterson and Maxine Paetro,Little, Brown,When a brutal murder threatens the domestic happiness of the San Francisco police detective Lindsay Boxer, she turns for help to the Women's Murder Club.,1463875200000,1462579200000,1,0,1,0,9.99,2913,4.5,Infinity
ObjectId("5c80968cd5cf373b2803ca97"),1799,5b4aa4ead3089013507dd1f9,THE APARTMENT,http://www.amazon.com/The-Apartment-Novel-Danielle-Steel-ebook/dp/B017G7JXNE?tag=NYTBS-20,Danielle Steel,Delacorte,Four young women share a Hell’s Kitchen loft.,1463875200000,1462579200000,3,0,1,0,8.99,1442,4.5,Infinity
ObjectId("5c80968cd5cf373b2803ca98"),1800,5b4aa4ead3089013507dd1fb,STAR WARS: BLOODLINE,http://www.amazon.com/Bloodline-Star-Wars-Claudia-Gray-ebook/dp/B00Z3G1VU4?tag=NYTBS-20,Claudia Gray,Del Rey,Leia Organa is urged to become First Senator of the New Republic,1463875200000,1462579200000,5,0,1,0,9.99,829,4.4,Infinity
ObjectId("5c80968cd5cf373b2803ca99"),1801,5b4aa4ead3089013507dd1fe,EVERYBODY'S FOOL,http://www.amazon.com/Everybodys-Fool-novel-Richard-Russo/dp/0307270645?tag=NYTBS-20,Richard Russo,Knopf,We’re back in North Bath, N.Y., in a sequel to “Nobody’s Fool.”,1463875200000,1462579200000,8,0,1,0,11.99,860,4.4,Infinity
ObjectId("5c80968cd5cf373b2803ca9a"),1802,5b4aa4ead3089013507dd205,REDEMPTION ROAD,http://www.amazon.com/Redemption-Road-Novel-John-Hart/dp/0312380364?tag=NYTBS-20,John Hart,Thomas Dunne/St. Martin's,This crime thriller involves a white detective under investigation for shooting two black men, and a cop newly released from prison who is shot by the son of the woman he was accused of killing.,1463875200000,1462579200000,15,0,1,0,NaN,NaN,NaN,NaN
ObjectId("5c80968cd5cf373b2803ca9b"),1803,5b4aa4ead3089013507dd206,EVERYONE BRAVE IS FORGIVEN,http://www.amazon.com/Everyone-Brave-Forgiven-Chris-Cleave/dp/1501124374?tag=NYTBS-20,Chris Cleave,Simon & Schuster,A young woman teaching in London and a soldier fall in love amid war and personal losses in a novel loosely based on the life of Cleave’s grandparents,1463875200000,1462579200000,16,0,1,0,11.99,839,4.1,Infinity
ObjectId("5c80968cd5cf373b2803ca9c"),1804,5b4aa4ead3089013507dd207,ROBERT B. PARKER'S SLOW BURN,http://www.amazon.com/Robert-Parkers-Slow-Burn-Spenser/dp/0399170855?tag=NYTBS-20,Ace Atkins,Putnam,Spenser is back, leaving a trail of antagonism as he investigates a series of suspicious Boston fires.,1463875200000,1462579200000,17,0,0,0,14.09,488,NaN,Infinity
ObjectId("5c80968cd5cf373b2803ca9d"),1805,5b4aa4ead3089013507dd212,LAROSE,http://www.amazon.com/LaRose-A-Novel-Louise-Erdrich/dp/0062277022?tag=NYTBS-20,Louise Erdrich,Harper,A North Dakota man who accidentally kills his best friend’s son gives up his own boy in exchange.,1464480000000,1463184000000,8,0,1,0,15.64,634,4.1,Infinity
ObjectId("5c80968cd5cf373b2803ca9e"),1806,5b4aa4ead3089013507dd21e,THE NOISE OF TIME,http://www.amazon.com/The-Noise-Time-A-novel/dp/1101947241?tag=NYTBS-20,Julian Barnes,Knopf,NaN,1464480000000,1463184000000,20,0,0,0,16.77,210,NaN,Infinity
ObjectId("5c80968cd5cf373b2803ca9f"),1807,5b4aa4ead3089013507dd21f,THE FIREMAN,http://www.amazon.com/Fireman-Novel-Joe-Hill-ebook/dp/B013C5M08O?tag=NYTBS-20,Joe Hill,Morrow/HarperCollins,During an epidemic that causes people to spontaneously combust, an infected New Hampshire nurse fights to stay alive, aided by a mysterious figure known as the Fireman.,1465084800000,1463788800000,1,0,1,0,14.99,1686,4.2,Infinity
ObjectId("5c80968cd5cf373b2803caa0"),1808,5b4aa4ead3089013507dd221,THE WEEKENDERS,http://www.amazon.com/Weekenders-Novel-Mary-Kay-Andrews-ebook/dp/B0177626W4?tag=NYTBS-20,Mary Kay Andrews,St. Martin's,On the North Carolina island of Belle Isle, a woman investigates her husband’s shady financial affairs after his mysterious death.,1465084800000,1463788800000,3,0,1,0,9.99,1184,4.3,Infinity
ObjectId("5c80968cd5cf373b2803caa1"),1809,5b4aa4ead3089013507dd228,THE HIGHWAYMAN,http://www.amazon.com/Highwayman-Longmire-Story-Craig-Johnson/dp/0735220891?tag=NYTBS-20,Craig Johnson,Viking,Wyoming’s Sheriff Walt Longmire (the inspiration of the Netflix series “Longmire”) encounters the supernatural in this novella.,1465084800000,1463788800000,10,0,1,0,14.39,NaN,4.6,Infinity
ObjectId("5c80968cd5cf373b2803caa2"),1810,5b4aa4ead3089013507dd22d,THE SECOND LIFE OF NICK MASON,http://www.amazon.com/Second-Life-Nick-Mason-Novel-ebook/dp/B014EOUONU?tag=NYTBS-20,Steve Hamilton,Putnam,A deal with a fellow inmate, a crime boss, springs Nick Mason from prison, but he must become an assassin.,1465084800000,1463788800000,15,0,1,0,11.99,397,3.8,Infinity
ObjectId("5c80968cd5cf373b2803caa3"),1811,5b4aa4ead3089013507dd22f,BOAR ISLAND,http://www.amazon.com/Boar-Island-Pigeon-Novel-Mysteries-ebook/dp/B0176QQRJS?tag=NYTBS-20,Nevada Barr,Minotaur,NaN,1465084800000,1463788800000,17,0,0,0,9.99,442,3.8,Infinity
ObjectId("5c80968cd5cf373b2803caa4"),1812,5b4aa4ead3089013507dd233,THE CITY OF MIRRORS,http://www.amazon.com/City-Mirrors-Novel-Passage-Trilogy-ebook/dp/B015BCWZWW?tag=NYTBS-20,Justin Cronin,Ballantine,In the conclusion to the trilogy that included “The Passage” and “The Twelve,” the virals bent on destroying humanity seem to have been vanquished, only to rise again.,1465689600000,1464393600000,1,0,1,0,NaN,2096,NaN,NaN
ObjectId("5c80968cd5cf373b2803caa5"),1813,5b4aa4ead3089013507dd240,SWEETBITTER,http://www.amazon.com/Sweetbitter-novel-Stephanie-Danler-ebook/dp/B014NZJOF4?tag=NYTBS-20,Stephanie Danler,Knopf,A young woman moves to New York and experiences a sensual awakening while working at a famous restaurant.,1465689600000,1464393600000,14,0,1,0,11.99,942,3.1,Infinity
ObjectId("5c80968cd5cf373b2803caa6"),1814,5b4aa4ead3089013507dd243,THE SORCERER'S DAUGHTER,http://www.amazon.com/Sorcerers-Daughter-Defenders-Shannara/dp/0345540824?tag=NYTBS-20,Terry Brooks,Del Rey,NaN,1465689600000,1464393600000,17,0,0,0,20.49,373,4.3,Infinity
ObjectId("5c80968cd5cf373b2803caa7"),1815,5b4aa4ead3089013507dd247,THE EMPEROR'S REVENGE,http://www.amazon.com/Emperors-Revenge-Oregon-Files/dp/0399175962?tag=NYTBS-20,Clive Cussler and Boyd Morrison,Putnam,Juan Cabrillo teams up with a former C.I.A. colleague to thwart a plan involving the death of millions and international economic meltdown.,1466294400000,1464998400000,1,0,1,0,9.99,1259,4.6,Infinity
ObjectId("5c80968cd5cf373b2803caa8"),1816,5b4aa4ead3089013507dd248,BEFORE THE FALL,http://www.amazon.com/Before-Fall-Noah-Hawley-ebook/dp/B0151YQUTE?tag=NYTBS-20,Noah Hawley,Grand Central,After a private jet crashes, a firestorm of media madness ensues.,1466294400000,1464998400000,2,0,1,0,9.99,4075,4,Infinity
ObjectId("5c80968cd5cf373b2803caa9"),1817,5b4aa4ead3089013507dd249,ALL SUMMER LONG,http://www.amazon.com/Summer-Long-Dorothea-Benton-Frank-ebook/dp/B015MOCRMC?tag=NYTBS-20,Dorothea Benton Frank,Morrow/HarperCollins,A successful interior decorator balks at retiring with her husband to South Carolina.,1466294400000,1464998400000,3,0,1,0,NaN,830,NaN,NaN
ObjectId("5c80968cd5cf373b2803caaa"),1818,5b4aa4ead3089013507dd24d,A HERO OF FRANCE,http://www.amazon.com/Hero-France-Novel-Alan-Furst-ebook/dp/B018CHH2A8?tag=NYTBS-20,Alan Furst,Random House,A Resistance leader aids the wartime effort without losing sight of the simple and essential pleasures of life.,1466294400000,1464998400000,7,0,1,0,NaN,794,NaN,NaN
ObjectId("5c80968cd5cf373b2803caab"),1819,5b4aa4ead3089013507dd254,MODERN LOVERS,http://www.amazon.com/Modern-Lovers-Emma-Straub/dp/159463467X?tag=NYTBS-20,Emma Straub,Riverhead,Two Ditmas Park families weather waves of change over the course of a steamy summer.,1466294400000,1464998400000,14,0,1,0,11.87,334,3.5,Infinity
ObjectId("5c80968cd5cf373b2803caac"),1820,5b4aa4ead3089013507dd257,THE ISLAND HOUSE,http://www.amazon.com/Island-House-Novel-Nancy-Thayer-ebook/dp/B015BCX0DU?tag=NYTBS-20,Nancy Thayer,Ballantine,NaN,1466294400000,1464998400000,17,0,0,0,11.99,315,4.1,Infinity
ObjectId("5c80968cd5cf373b2803caad"),1821,5b4aa4ead3089013507dd25b,END OF WATCH,http://www.amazon.com/End-Watch-Novel-Hodges-Trilogy-ebook/dp/B0167CNCFY?tag=NYTBS-20,Stephen King,Scribner,The conclusion of the Bill Hodges trilogy.,1466899200000,1465603200000,1,0,1,0,8.99,3929,4.5,Infinity
ObjectId("5c80968cd5cf373b2803caae"),1822,5b4aa4ead3089013507dd260,THE HOUSE OF SECRETS,http://www.amazon.com/House-Secrets-Brad-Meltzer-ebook/dp/B016JC0SKY?tag=NYTBS-20,Brad Meltzer and Tod Goldberg,Grand Central,The host of a conspiracy TV show is dead, his daughter is injured and has lost her memory, and questions proliferate.,1466899200000,1465603200000,6,0,1,0,7.99,725,3.8,Infinity
